"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-08-28",,,"7.16",,,"0.00",,"0.0","0.0","84","94","74",,,"  200","  210",,,,,"15.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-08-29",,,"11.63",,,"0.02",,"0.0","0.0","82","88","78",,,"  220","  230",,,,,"25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-08-30",,,"5.37",,,"0.00",,"0.0","0.0","79","88","69",,,"  310","  360",,,,,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-08-31",,,"5.82",,,"0.06",,"0.0","0.0","73","80","67",,,"  110","  120",,,,,"15.0","19.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-01",,,"3.58",,,"0.97",,"0.0","0.0","73","80","69",,,"   90","   90",,,,,"10.1","12.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-02",,,"7.38",,,"0.01",,"0.0","0.0","80","90","74",,,"  200","  170",,,,,"15.0","19.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-03",,,"7.61",,,"0.00",,"0.0","0.0","83","93","72",,,"  220","  220",,,,,"18.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-04",,,"6.71",,,"0.01",,"0.0","0.0","84","93","72",,,"  360","  330",,,,,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-05",,,"8.05",,,"0.00",,"0.0","0.0","76","83","61",,,"   10","   60",,,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-06",,,"2.68",,,"0.00",,"0.0","0.0","70","83","58",,,"  110","  150",,,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-07",,,"2.68",,,"0.00",,"0.0","0.0","70","84","57",,,"  100","  120",,,,,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-08",,,"5.37",,,"0.00",,"0.0","0.0","74","87","63",,,"   30","   30",,,,,"14.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-09",,,"7.61",,,"0.25",,"0.0","0.0","75","77","73",,,"   40","   40",,,,,"13.0","14.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-10",,,"4.70",,,"0.08",,"0.0","0.0","78","89","74",,,"   50","  290",,,,,"10.1","14.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-11",,,"7.61",,,"0.13",,"0.0","0.0","77","87","73",,,"   30","   30",,,,,"16.1","21.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-12",,,"7.38",,,"0.01",,"0.0","0.0","74","79","63",,,"  100","   90",,,,,"16.1","19.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-13",,,"4.03",,,"0.00",,"0.0","0.0","71","85","62",,,"  170","   20",,,,,"8.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-14",,,"8.28",,,"0.00",,"0.0","0.0","74","79","62",,,"  360","  360",,,,,"19.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-15",,,"6.71",,,"0.00",,"0.0","0.0","64","71","55",,,"   10","   10",,,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-16",,,"2.24",,,"0.00",,"0.0","0.0","64","75","54",,,"  140","  300",,,,,"8.9","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-17",,,"4.47",,,"2.86",,"0.0","0.0","68","69","66",,,"   60","   60",,,,,"13.0","15.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-18",,,"11.86",,,"0.15",,"0.0","0.0","69","77","61",,,"   20","   20",,,,,"21.9","27.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-19",,,"10.29",,,"0.00",,"0.0","0.0","59","65","50",,,"   10","   20",,,,,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-20",,,"9.17",,,"0.00",,"0.0","0.0","56","70","46",,,"   50","   40",,,,,"18.1","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-21",,,"9.40",,,"0.00",,"0.0","0.0","57","69","47",,,"   60","   50",,,,,"18.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-22",,,"5.14",,,"0.00",,"0.0","0.0","57","71","45",,,"  260","  280",,,,,"15.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-23",,,"3.80",,,"0.00",,"0.0","0.0","63","79","49",,,"  240","   20",,,,,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-24",,,"3.58",,,"0.00",,"0.0","0.0","63","71","56",,,"  210","  190",,,,,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-25",,,"5.82",,,"0.69",,"0.0","0.0","64","69","61",,,"  270","  320",,,,,"14.1","18.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-26",,,"5.82",,,"0.08",,"0.0","0.0","65","70","61",,,"  320","  330",,,,,"12.1","15.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-27",,,"3.58",,,"0.00",,"0.0","0.0","69","75","66",,,"  330","  330",,,,,"8.9","11.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-28",,,"8.05",,,"0.00",,"0.0","0.0","71","83","63",,,"  180","  170",,,,,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-29",,,"8.95",,,"1.63",,"0.0","0.0","73","82","56",,,"  330","  320",,,,,"29.1","34.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-09-30",,,"9.40",,,"0.05",,"0.0","0.0","63","71","55",,,"  270","  250",,,,,"17.0","21.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-01",,,"7.61",,,"0.00",,"0.0","0.0","65","79","55",,,"   20","   20",,,,,"18.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-02",,,"6.04",,,"0.00",,"0.0","0.0","62","71","51",,,"   20","   30",,,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-03",,,"4.92",,,"0.00",,"0.0","0.0","57","70","47",,,"   40","   40",,,,,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-04",,,"3.36",,,"0.00",,"0.0","0.0","56","70","45",,,"   40","   50",,,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-05",,,"4.47",,,"0.00",,"0.0","0.0","60","72","50",,,"  350","  360",,,,,"16.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-06",,,"5.82",,,"0.00",,"0.0","0.0","60","76","47",,,"  210","  220",,,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-07",,,"10.96",,,"0.00",,"0.0","0.0","67","82","54",,,"  220","  240",,,,,"23.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-08",,,"7.38",,,"0.00",,"0.0","0.0","68","77","52",,,"  320","  320",,,,,"14.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-09",,,"2.91",,,"0.00",,"0.0","0.0","60","72","49",,,"  190","  200",,,,,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-10",,,"6.04",,,"0.45",,"0.0","0.0","63","67","61",,,"  250","  250",,,,,"14.1","17.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-11",,,"6.71",,,"1.16",,"0.0","0.0","66","69","65",,,"  100","  110",,,,,"17.0","25.1",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-12",,,"9.62",,,"0.96",,"0.0","0.0","68","71","59",,,"   10","  350",,,,,"15.0","19.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-13",,,"5.59",,,"0.00",,"0.0","0.0","62","72","55",,,"  320","   10",,,,,"13.0","16.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-14",,,"4.25",,,"0.00",,"0.0","0.0","61","74","46",,,"  220","  190",,,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-15",,,"8.50",,,"0.00",,"0.0","0.0","62","77","51",,,"  180","  180",,,,,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-16",,,"8.05",,,"1.15",,"0.0","0.0","60","69","52",,,"   10","  350",,,,,"28.0","34.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-17",,,"5.82",,,"0.00",,"0.0","0.0","54","64","44",,,"   20","   10",,,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-18",,,"3.36",,,"0.00",,"0.0","0.0","53","68","41",,,"  110","  100",,,,,"10.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-19",,,"3.80",,,"0.00",,"0.0","0.0","61","75","50",,,"  110","  110",,,,,"13.0","15.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-20",,,"4.25",,,"0.00",,"0.0","0.0","65","78","57",,,"  190","  200",,,,,"10.1","12.1",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-21",,,"3.58",,,"0.00",,"0.0","0.0","68","81","64",,,"  220","  200",,,,,"10.1","14.1",,,"    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-22",,,"2.46",,,"0.00",,"0.0","0.0","69","81","58",,,"  150","  150",,,,,"13.0","17.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-23",,,"3.36",,,"0.00",,"0.0","0.0","66","78","57",,,"  110","  140",,,,,"12.1","14.1",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-24",,,"6.71",,,"0.20",,"0.0","0.0","69","84","59",,,"   20","   10",,,,,"14.1","17.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-25",,,"10.07",,,"0.31",,"0.0","0.0","55","60","49",,,"   30","   40",,,,,"17.0","21.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-26",,,"6.26",,,"0.00",,"0.0","0.0","54","66","49",,,"  340","  350",,,,,"13.0","16.1",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-27",,,"3.58",,,"0.00",,"0.0","0.0","59","63","55",,,"  200","  160",,,,,"8.1","10.1",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-28",,,"8.95",,,"0.00",,"0.0","0.0","66","75","60",,,"  230","  220",,,,,"19.9","23.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-29",,,"11.63",,,"1.00",,"0.0","0.0","69","77","54",,,"  210","  200",,,,,"32.0","42.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-30",,,"11.86",,,"0.40",,"0.0","0.0","57","63","47",,,"  340","  340",,,,,"23.0","31.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-10-31",,,"5.82",,,"0.00",,"0.0","0.0","48","56","40",,,"  360","  360",,,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-01",,,"10.29",,,"0.56",,"0.0","0.0","50","62","42",,,"  300","  300",,,,,"25.9","36.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-02",,,"13.20",,,"0.00",,"0.0","0.0","47","53","37",,,"  310","  320",,,,,"29.1","40.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-03",,,"6.93",,,"0.00",,"0.0","0.0","49","63","38",,,"  270","  280",,,,,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-04",,,"3.36",,,"0.00",,"0.0","0.0","52","68","38",,,"  180","  170",,,,,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-05",,,"1.79",,,"0.00",,"0.0","0.0","54","72","41",,,"  190","  210",,,,,"12.1","14.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-06",,,"1.34",,,"0.00",,"0.0","0.0","58","74","49",,,"  190","  190",,,,,"8.9","12.1",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-07",,,"1.79",,,"0.00",,"0.0","0.0","60","77","47",,,"  180","  110",,,,,"6.9","8.9",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-08",,,"2.01",,,"0.00",,"0.0","0.0","62","77","50",,,"  160","  140",,,,,"8.9","11.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-09",,,"2.68",,,"0.00",,"0.0","0.0","62","77","50",,,"  150","  120",,,,,"8.9","13.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-10",,,"3.80",,,"0.00",,"0.0","0.0","64","78","52",,,"  180","  180",,,,,"13.0","17.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-11",,,"8.50",,,"0.84",,"0.0","0.0","68","75","62",,,"  170","  190",,,,,"16.1","21.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-12",,,"9.17",,,"1.17",,"0.0","0.0","66","70","52",,,"  300","  290",,,,,"25.9","31.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-13",,,"4.47",,,"0.00",,"0.0","0.0","54","65","49",,,"   50","   50",,,,,"10.1","13.0",,,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-14",,,"1.79",,,"0.00",,"0.0","0.0","52","62","40",,,"  220","  190",,,,,"10.1","13.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-15",,,"14.54",,,"0.09",,"0.0","0.0","57","74","45",,,"  190","  170",,,,,"31.1","40.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-16",,,"8.05",,,"0.00",,"0.0","0.0","57","62","39",,,"  300","  290",,,,,"23.0","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-17",,,"12.75",,,"0.00",,"0.0","0.0","49","60","38",,,"  320","  310",,,,,"32.0","40.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-18",,,"5.37",,,"0.00",,"0.0","0.0","41","48","28",,,"  330","  310",,,,,"19.9","25.1",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-19",,,"6.04",,,"0.00",,"0.0","0.0","38","54","27",,,"  180","  180",,,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-20",,,"8.95",,,"0.00",,"0.0","0.0","49","67","37",,,"  220","  220",,,,,"18.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-21",,,"2.91",,,"0.00",,"0.0","0.0","55","73","40",,,"   80","   40",,,,,"10.1","12.1",,,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-22",,,"5.59",,,"0.00",,"0.0","0.0","57","67","50",,,"  130","  140",,,,,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-23",,,"11.63",,,"0.09",,"0.0","0.0","57","60","39",,,"  340","  330",,,,,"25.9","33.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-24",,,"4.25",,,"0.00",,"0.0","0.0","44","54","32",,,"   40","   30",,,,,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-25",,,"7.16",,,"0.00",,"0.0","0.0","46","61","37",,,"  170","  170",,,,,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-26",,,"9.40",,,"0.20",,"0.0","0.0","63","74","53",,,"  170",,,,,,"15.0",,,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-27",,,"4.03",,,"0.00",,"0.0","0.0","58","68","50",,,"   40","   30",,,,,"14.1","18.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-28",,,"3.58",,,"0.00",,"0.0","0.0","55","64","43",,,"  310","  320",,,,,"12.1","15.0",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-29",,,"5.14",,,"0.00",,"0.0","0.0","48","61","36",,,"  210","  200",,,,,"15.0","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-11-30",,,"13.87",,,"1.48",,"0.0","0.0","59","70","47",,,"  250","  260",,,,,"28.0","36.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-01",,,"13.65",,,"0.00",,"0.0","0.0","45","49","36",,,"  260","  250",,,,,"23.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-02",,,"8.50",,,"0.00",,"0.0","0.0","40","51","31",,,"  270","  250",,,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-03",,,"5.82",,,"0.00",,"0.0","0.0","40","58","26",,,"  180","  210",,,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-04",,,"7.83",,,"0.56",,"0.0","0.0","48","59","42",,,"  220","  210",,,,,"18.1","23.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-05",,,"11.41",,,"2.02",,"0.0","0.0","51","56","40",,,"   20","   20",,,,,"36.9","45.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-06",,,"4.25",,,"0.00",,"0.0","0.0","42","50","30",,,"  310","  320",,,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-07",,,"8.50",,,"0.10",,"1.0","0.0","35","36","31",,,"  350","  330",,,,,"19.9","29.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-08",,,"7.16",,,"0.00",,"0.0","0.0","36","48","27",,,"  310","  320",,,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-09",,,"5.82",,,"0.00",,"0.0","0.0","35","49","24",,,"  260","  220",,,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-10",,,"2.24",,,"0.00",,"0.0","0.0","41","56","28",,,"   30","   40",,,,,"8.9","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-11",,,"5.14",,,"0.00",,"0.0","0.0","46","64","35",,,"  200","  180",,,,,"15.0","18.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-12",,,"7.83",,,"0.00",,"0.0","0.0","53","64","47",,,"  210","  210",,,,,"19.9","23.9",,,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-13",,,"6.04",,,"0.02",,"0.0","0.0","59","71","48",,,"   30","   30",,,,,"16.1","19.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-14",,,"10.51",,,"1.58",,"0.0","0.0","46","49","31",,,"  340","  350",,,,,"25.9","34.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-15",,,"6.49",,,"0.00",,"0.0","0.0","36","44","28",,,"  360","  360",,,,,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-16",,,"10.96",,,"1.01",,"0.0","0.0","33","37","28",,,"  270","  270",,,,,"23.0","25.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-17",,,"6.93",,,"0.00",,"0.0","0.0","37","45","29",,,"  310","  310",,,,,"16.1","19.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-18",,,"6.71",,,"0.00",,"0.0","0.0","38","42","31",,,"  360","   10",,,,,"16.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-19",,,"2.46",,,"0.00",,"0.0","0.0","34","41","26",,,"  180","  190",,,,,"8.1","10.1",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-20",,,"4.92",,,"0.24",,"0.0","0.0","37","42","31",,,"  150","  150",,,,,"13.0","17.0",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-21",,,"6.04",,,"0.00",,"0.0","0.0","41","48","37",,,"  230","  290",,,,,"8.9","12.1",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-22",,,"10.51",,,"0.00",,"0.0","0.0","45","54","30",,,"  310","  310",,,,,"29.1","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-23",,,"5.59",,,"0.00",,"0.0","0.0","38","51","27",,,"  190","  180",,,,,"16.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","2020-12-24",,,"13.20",,,"1.09",,"0.0","0.0","53","65","42",,,"  230","  240",,,,,"29.1","38.0",,,"    1",,,,,,,,,,,,,,,,,,,
